filename,label,quality
high_001.jpg,1,High
high_002.jpg,1,High
high_003.jpg,1,High
high_004.jpg,1,High
high_005.jpg,1,High
high_006.jpg,1,High
high_007.jpg,1,High
high_008.jpg,1,High
high_009.jpg,1,High
high_010.jpg,1,High
high_011.jpg,1,High
high_012.jpg,1,High
high_013.jpg,1,High
high_014.jpg,1,High
high_015.jpg,1,High
high_016.jpg,1,High
high_017.jpg,1,High
high_018.jpg,1,High
high_019.jpg,1,High
high_020.jpg,1,High
high_021.jpg,1,High
high_022.jpg,1,High
high_023.jpg,1,High
high_024.jpg,1,High
high_025.jpg,1,High
high_026.jpg,1,High
high_027.jpg,1,High
high_028.jpg,1,High
high_029.jpg,1,High
high_030.jpg,1,High
high_031.jpg,1,High
high_032.jpg,1,High
high_033.jpg,1,High
high_034.jpg,1,High
high_035.jpg,1,High
high_036.jpg,1,High
high_037.jpg,1,High
high_038.jpg,1,High
high_039.jpg,1,High
high_040.jpg,1,High
high_041.jpg,1,High
high_042.jpg,1,High
high_043.jpg,1,High
high_044.jpg,1,High
high_045.jpg,1,High
high_046.jpg,1,High
high_047.jpg,1,High
high_048.jpg,1,High
high_049.jpg,1,High
high_050.jpg,1,High
high_051.jpg,1,High
high_052.jpg,1,High
high_053.jpg,1,High
high_054.jpg,1,High
high_055.jpg,1,High
high_056.jpg,1,High
high_057.jpg,1,High
high_058.jpg,1,High
high_059.jpg,1,High
high_060.jpg,1,High
high_061.jpg,1,High
high_062.jpg,1,High
high_063.jpg,1,High
high_064.jpg,1,High
high_065.jpg,1,High
high_066.jpg,1,High
high_067.jpg,1,High
high_068.jpg,1,High
high_069.jpg,1,High
high_070.jpg,1,High
high_071.jpg,1,High
high_072.jpg,1,High
high_073.jpg,1,High
high_074.jpg,1,High
high_075.jpg,1,High
high_076.jpg,1,High
high_077.jpg,1,High
high_078.jpg,1,High
high_079.jpg,1,High
high_080.jpg,1,High
high_081.jpg,1,High
high_082.jpg,1,High
high_083.jpg,1,High
high_084.jpg,1,High
high_085.jpg,1,High
high_086.jpg,1,High
high_087.jpg,1,High
high_088.jpg,1,High
high_089.jpg,1,High
high_090.jpg,1,High
high_091.jpg,1,High
high_092.jpg,1,High
high_093.jpg,1,High
high_094.jpg,1,High
high_095.jpg,1,High
high_096.jpg,1,High
high_097.jpg,1,High
high_098.jpg,1,High
high_099.jpg,1,High
high_100.jpg,1,High
low_001.jpg,0,Low
low_002.jpg,0,Low
low_003.jpg,0,Low
low_004.jpg,0,Low
low_005.jpg,0,Low
low_006.jpg,0,Low
low_007.jpg,0,Low
low_008.jpg,0,Low
low_009.jpg,0,Low
low_010.jpg,0,Low
low_011.jpg,0,Low
low_012.jpg,0,Low
low_013.jpg,0,Low
low_014.jpg,0,Low
low_015.jpg,0,Low
low_016.jpg,0,Low
low_017.jpg,0,Low
low_018.jpg,0,Low
low_019.jpg,0,Low
low_020.jpg,0,Low
low_021.jpg,0,Low
low_022.jpg,0,Low
low_023.jpg,0,Low
low_024.jpg,0,Low
low_025.jpg,0,Low
low_026.jpg,0,Low
low_027.jpg,0,Low
low_028.jpg,0,Low
low_029.jpg,0,Low
low_030.jpg,0,Low
low_031.jpg,0,Low
low_032.jpg,0,Low
low_033.jpg,0,Low
low_034.jpg,0,Low
low_035.jpg,0,Low
low_036.jpg,0,Low
low_037.jpg,0,Low
low_038.jpg,0,Low
low_039.jpg,0,Low
low_040.jpg,0,Low
low_041.jpg,0,Low
low_042.jpg,0,Low
low_043.jpg,0,Low
low_044.jpg,0,Low
low_045.jpg,0,Low
low_046.jpg,0,Low
low_047.jpg,0,Low
low_048.jpg,0,Low
low_049.jpg,0,Low
low_050.jpg,0,Low
low_051.jpg,0,Low
low_052.jpg,0,Low
low_053.jpg,0,Low
low_054.jpg,0,Low
low_055.jpg,0,Low
low_056.jpg,0,Low
low_057.jpg,0,Low
low_058.jpg,0,Low
low_059.jpg,0,Low
low_060.jpg,0,Low
low_061.jpg,0,Low
low_062.jpg,0,Low
low_063.jpg,0,Low
low_064.jpg,0,Low
low_065.jpg,0,Low
low_066.jpg,0,Low
low_067.jpg,0,Low
low_068.jpg,0,Low
low_069.jpg,0,Low
low_070.jpg,0,Low
low_071.jpg,0,Low
low_072.jpg,0,Low
low_073.jpg,0,Low
low_074.jpg,0,Low
low_075.jpg,0,Low
low_076.jpg,0,Low
low_077.jpg,0,Low
low_078.jpg,0,Low
low_079.jpg,0,Low
low_080.jpg,0,Low
low_081.jpg,0,Low
low_082.jpg,0,Low
low_083.jpg,0,Low
low_084.jpg,0,Low
low_085.jpg,0,Low
low_086.jpg,0,Low
low_087.jpg,0,Low
low_088.jpg,0,Low
low_089.jpg,0,Low
low_090.jpg,0,Low
low_091.jpg,0,Low
low_092.jpg,0,Low
low_093.jpg,0,Low
low_094.jpg,0,Low
low_095.jpg,0,Low
low_096.jpg,0,Low
low_097.jpg,0,Low
low_098.jpg,0,Low
low_099.jpg,0,Low
low_100.jpg,0,Low
